date,categorie,sous_categorie,quantite,region
2026-01-23,Internet Fixe,WAFI,6,Sfax
2026-01-23,Internet Fixe,Box,26,Nabeul
2026-01-23,Mobile,Prepaye,42,Grand Tunis
2026-01-23,Mobile,Postpaye,9,Nabeul
2026-01-23,Mobile,Data,18,Sousse
2026-01-24,Internet Fixe,Rapido,3,Sfax
2026-01-24,Internet Fixe,ADSL,1,Nabeul
2026-01-24,Internet Fixe,VDSL,1,Bizerte
2026-01-24,Internet Fixe,FO,0,Gabes
2026-01-24,Internet Fixe,WAFI,0,Sfax
2026-01-24,Internet Fixe,Box,6,Sfax
2026-01-24,Mobile,Prepaye,14,Nabeul
2026-01-24,Mobile,Postpaye,4,Sousse
2026-01-24,Mobile,Data,5,Nabeul
2026-01-25,Internet Fixe,Rapido,1,Sousse
2026-01-25,Internet Fixe,ADSL,2,Bizerte
2026-01-25,Internet Fixe,VDSL,1,Grand Tunis
2026-01-25,Internet Fixe,FO,4,Sousse
2026-01-25,Internet Fixe,WAFI,4,Grand Tunis
2026-01-25,Internet Fixe,Box,15,Sfax
2026-01-25,Mobile,Prepaye,9,Nabeul
2026-01-25,Mobile,Postpaye,1,Sousse
2026-01-25,Mobile,Data,9,Sfax
2026-01-26,Internet Fixe,Rapido,6,Gabes
2026-01-26,Internet Fixe,ADSL,4,Bizerte
2026-01-26,Internet Fixe,VDSL,12,Sousse
2026-01-26,Internet Fixe,FO,7,Kairouan
2026-01-26,Internet Fixe,WAFI,3,Sfax
2026-01-26,Internet Fixe,Box,14,Bizerte
2026-01-26,Mobile,Prepaye,39,Grand Tunis
2026-01-26,Mobile,Postpaye,19,Grand Tunis
2026-01-26,Mobile,Data,17,Sfax
2026-01-27,Internet Fixe,Rapido,2,Grand Tunis
2026-01-27,Internet Fixe,ADSL,4,Sousse
2026-01-27,Internet Fixe,VDSL,6,Grand Tunis
2026-01-27,Internet Fixe,FO,8,Nabeul
2026-01-27,Internet Fixe,WAFI,4,Grand Tunis
2026-01-27,Internet Fixe,Box,21,Grand Tunis
2026-01-27,Mobile,Prepaye,24,Kairouan
2026-01-27,Mobile,Postpaye,17,Nabeul
2026-01-27,Mobile,Data,26,Kairouan
2026-01-28,Internet Fixe,Rapido,6,Sousse
2026-01-28,Internet Fixe,ADSL,3,Grand Tunis
2026-01-28,Internet Fixe,VDSL,9,Sousse
2026-01-28,Internet Fixe,FO,6,Sousse
2026-01-28,Internet Fixe,WAFI,8,Grand Tunis
2026-01-28,Internet Fixe,Box,22,Gabes
2026-01-28,Mobile,Prepaye,33,Nabeul
2026-01-28,Mobile,Postpaye,11,Bizerte
2026-01-28,Mobile,Data,13,Sousse
2026-01-29,Internet Fixe,Rapido,5,Nabeul
2026-01-29,Internet Fixe,ADSL,1,Grand Tunis
2026-01-29,Internet Fixe,VDSL,8,Kairouan
2026-01-29,Internet Fixe,FO,10,Sfax
2026-01-29,Internet Fixe,WAFI,4,Grand Tunis
2026-01-29,Internet Fixe,Box,29,Grand Tunis
2026-01-29,Mobile,Prepaye,32,Nabeul
2026-01-29,Mobile,Postpaye,13,Kairouan
2026-01-29,Mobile,Data,16,Gabes
2026-01-30,Internet Fixe,Rapido,5,Nabeul
2026-01-30,Internet Fixe,ADSL,1,Kairouan
2026-01-30,Internet Fixe,VDSL,2,Nabeul
2026-01-30,Internet Fixe,FO,8,Sfax
2026-01-30,Internet Fixe,WAFI,5,Sousse
2026-01-30,Internet Fixe,Box,28,Grand Tunis
2026-01-30,Mobile,Prepaye,33,Grand Tunis
2026-01-30,Mobile,Postpaye,11,Sfax
2026-01-30,Mobile,Data,12,Grand Tunis
2026-01-31,Internet Fixe,Rapido,3,Kairouan
2026-01-31,Internet Fixe,ADSL,0,Kairouan
2026-01-31,Internet Fixe,VDSL,2,Sfax
2026-01-31,Internet Fixe,FO,5,Nabeul
2026-01-31,Internet Fixe,WAFI,0,Sfax
2026-01-31,Internet Fixe,Box,8,Grand Tunis
2026-01-31,Mobile,Prepaye,15,Sfax
2026-01-31,Mobile,Postpaye,5,Grand Tunis
2026-01-31,Mobile,Data,15,Sfax
2026-02-01,Internet Fixe,Rapido,3,Grand Tunis
2026-02-01,Internet Fixe,ADSL,1,Grand Tunis
2026-02-01,Internet Fixe,VDSL,0,Grand Tunis
2026-02-01,Internet Fixe,FO,3,Gabes
2026-02-01,Internet Fixe,WAFI,3,Grand Tunis
2026-02-01,Internet Fixe,Box,12,Sfax
2026-02-01,Mobile,Prepaye,21,Sousse
2026-02-01,Mobile,Postpaye,5,Sfax
2026-02-01,Mobile,Data,13,Sousse
2026-02-02,Internet Fixe,Rapido,4,Grand Tunis
2026-02-02,Internet Fixe,ADSL,1,Nabeul
2026-02-02,Internet Fixe,VDSL,5,Sousse
2026-02-02,Internet Fixe,FO,13,Nabeul
2026-02-02,Internet Fixe,WAFI,1,Sousse
2026-02-02,Internet Fixe,Box,30,Sfax
2026-02-02,Mobile,Prepaye,28,Sfax
2026-02-02,Mobile,Postpaye,12,Grand Tunis
2026-02-02,Mobile,Data,15,Sousse
2026-02-03,Internet Fixe,Rapido,3,Grand Tunis
2026-02-03,Internet Fixe,ADSL,4,Sfax
2026-02-03,Internet Fixe,VDSL,7,Nabeul
2026-02-03,Internet Fixe,FO,12,Grand Tunis
2026-02-03,Internet Fixe,WAFI,6,Grand Tunis
2026-02-03,Internet Fixe,Box,24,Nabeul
2026-02-03,Mobile,Prepaye,44,Sfax
2026-02-03,Mobile,Postpaye,15,Bizerte
2026-02-03,Mobile,Data,16,Kairouan
2026-02-04,Internet Fixe,Rapido,6,Kairouan
2026-02-04,Internet Fixe,ADSL,2,Sfax
2026-02-04,Internet Fixe,VDSL,7,Grand Tunis
2026-02-04,Internet Fixe,FO,17,Sousse
2026-02-04,Internet Fixe,WAFI,4,Nabeul
2026-02-04,Internet Fixe,Box,29,Nabeul
2026-02-04,Mobile,Prepaye,30,Sfax
2026-02-04,Mobile,Postpaye,11,Grand Tunis
2026-02-04,Mobile,Data,16,Grand Tunis
2026-02-05,Internet Fixe,Rapido,9,Grand Tunis
2026-02-05,Internet Fixe,ADSL,3,Grand Tunis
2026-02-05,Internet Fixe,VDSL,5,Kairouan
2026-02-05,Internet Fixe,FO,8,Grand Tunis
2026-02-05,Internet Fixe,WAFI,10,Sousse
2026-02-05,Internet Fixe,Box,25,Kairouan
2026-02-05,Mobile,Prepaye,40,Sfax
2026-02-05,Mobile,Postpaye,27,Sousse
2026-02-05,Mobile,Data,19,Nabeul
2026-02-06,Internet Fixe,Rapido,9,Sfax
2026-02-06,Internet Fixe,ADSL,1,Sousse
2026-02-06,Internet Fixe,VDSL,12,Bizerte
2026-02-06,Internet Fixe,FO,16,Bizerte
2026-02-06,Internet Fixe,WAFI,2,Bizerte
2026-02-06,Internet Fixe,Box,24,Kairouan
2026-02-06,Mobile,Prepaye,27,Sfax
2026-02-06,Mobile,Postpaye,16,Bizerte
2026-02-06,Mobile,Data,19,Sousse
2026-02-07,Internet Fixe,Rapido,4,Nabeul
2026-02-07,Internet Fixe,ADSL,2,Bizerte
2026-02-07,Internet Fixe,VDSL,3,Bizerte
2026-02-07,Internet Fixe,FO,5,Gabes
2026-02-07,Internet Fixe,WAFI,2,Sfax
2026-02-07,Internet Fixe,Box,11,Nabeul
2026-02-07,Mobile,Prepaye,12,Grand Tunis
2026-02-07,Mobile,Postpaye,5,Sousse
2026-02-07,Mobile,Data,10,Bizerte
2026-02-08,Internet Fixe,Rapido,2,Bizerte
2026-02-08,Internet Fixe,ADSL,3,Sfax
2026-02-08,Internet Fixe,VDSL,1,Sousse
2026-02-08,Internet Fixe,FO,4,Sfax
2026-02-08,Internet Fixe,WAFI,1,Grand Tunis
2026-02-08,Internet Fixe,Box,11,Grand Tunis
2026-02-08,Mobile,Prepaye,17,Gabes
2026-02-08,Mobile,Postpaye,8,Sfax
2026-02-08,Mobile,Data,6,Kairouan
2026-02-09,Internet Fixe,Rapido,12,Grand Tunis
2026-02-09,Internet Fixe,ADSL,1,Nabeul
2026-02-09,Internet Fixe,VDSL,7,Sousse
2026-02-09,Internet Fixe,FO,16,Nabeul
2026-02-09,Internet Fixe,WAFI,2,Nabeul
2026-02-09,Internet Fixe,Box,27,Nabeul
2026-02-09,Mobile,Prepaye,46,Gabes
2026-02-09,Mobile,Postpaye,13,Sousse
2026-02-09,Mobile,Data,20,Grand Tunis
2026-02-10,Internet Fixe,Rapido,5,Grand Tunis
2026-02-10,Internet Fixe,ADSL,2,Nabeul
2026-02-10,Internet Fixe,VDSL,8,Sousse
2026-02-10,Internet Fixe,FO,9,Sousse
2026-02-10,Internet Fixe,WAFI,5,Sousse
2026-02-10,Internet Fixe,Box,22,Sfax
2026-02-10,Mobile,Prepaye,34,Bizerte
2026-02-10,Mobile,Postpaye,7,Nabeul
2026-02-10,Mobile,Data,22,Nabeul
2026-02-11,Internet Fixe,Rapido,5,Nabeul
2026-02-11,Internet Fixe,ADSL,2,Gabes
2026-02-11,Internet Fixe,VDSL,5,Sousse
2026-02-11,Internet Fixe,FO,6,Kairouan
2026-02-11,Internet Fixe,WAFI,3,Grand Tunis
2026-02-11,Internet Fixe,Box,19,Nabeul
2026-02-11,Mobile,Prepaye,39,Nabeul
2026-02-11,Mobile,Postpaye,10,Sousse
2026-02-11,Mobile,Data,15,Grand Tunis
2026-02-12,Internet Fixe,Rapido,3,Sousse
2026-02-12,Internet Fixe,ADSL,1,Sfax
2026-02-12,Internet Fixe,VDSL,5,Gabes
2026-02-12,Internet Fixe,FO,12,Sfax
2026-02-12,Internet Fixe,WAFI,4,Grand Tunis
2026-02-12,Internet Fixe,Box,33,Sousse
2026-02-12,Mobile,Prepaye,39,Sfax
2026-02-12,Mobile,Postpaye,15,Grand Tunis
2026-02-12,Mobile,Data,23,Sousse
2026-02-13,Internet Fixe,Rapido,2,Sousse
2026-02-13,Internet Fixe,ADSL,4,Grand Tunis
2026-02-13,Internet Fixe,VDSL,7,Sousse
2026-02-13,Internet Fixe,FO,18,Sousse
2026-02-13,Internet Fixe,WAFI,5,Bizerte
2026-02-13,Internet Fixe,Box,29,Sfax
2026-02-13,Mobile,Prepaye,35,Grand Tunis
2026-02-13,Mobile,Postpaye,14,Kairouan
2026-02-13,Mobile,Data,17,Sousse
2026-02-14,Internet Fixe,Rapido,5,Grand Tunis
2026-02-14,Internet Fixe,ADSL,1,Bizerte
2026-02-14,Internet Fixe,VDSL,1,Grand Tunis
2026-02-14,Internet Fixe,FO,7,Bizerte
2026-02-14,Internet Fixe,WAFI,0,Nabeul
2026-02-14,Internet Fixe,Box,14,Kairouan
2026-02-14,Mobile,Prepaye,19,Kairouan
2026-02-14,Mobile,Postpaye,3,Grand Tunis
2026-02-14,Mobile,Data,12,Bizerte
2026-02-15,Internet Fixe,Rapido,3,Sfax
2026-02-15,Internet Fixe,ADSL,0,Nabeul
2026-02-15,Internet Fixe,VDSL,2,Sousse
2026-02-15,Internet Fixe,FO,7,Grand Tunis
2026-02-15,Internet Fixe,WAFI,2,Grand Tunis
2026-02-15,Internet Fixe,Box,10,Grand Tunis
2026-02-15,Mobile,Prepaye,10,Grand Tunis
2026-02-15,Mobile,Postpaye,7,Grand Tunis
2026-02-15,Mobile,Data,4,Gabes
2026-02-16,Internet Fixe,Rapido,8,Sousse
2026-02-16,Internet Fixe,ADSL,1,Bizerte
2026-02-16,Internet Fixe,VDSL,7,Gabes
2026-02-16,Internet Fixe,FO,9,Bizerte
2026-02-16,Internet Fixe,WAFI,5,Sfax
2026-02-16,Internet Fixe,Box,27,Gabes
2026-02-16,Mobile,Prepaye,40,Bizerte
2026-02-16,Mobile,Postpaye,13,Bizerte
2026-02-16,Mobile,Data,17,Gabes
2026-02-17,Internet Fixe,Rapido,7,Sousse
2026-02-17,Internet Fixe,ADSL,3,Sousse
2026-02-17,Internet Fixe,VDSL,7,Gabes
2026-02-17,Internet Fixe,FO,8,Sfax
2026-02-17,Internet Fixe,WAFI,5,Bizerte
2026-02-17,Internet Fixe,Box,27,Grand Tunis
2026-02-17,Mobile,Prepaye,40,Grand Tunis
2026-02-17,Mobile,Postpaye,10,Sousse
2026-02-17,Mobile,Data,18,Grand Tunis
2026-02-18,Internet Fixe,Rapido,7,Kairouan
2026-02-18,Internet Fixe,ADSL,2,Grand Tunis
2026-02-18,Internet Fixe,VDSL,5,Nabeul
2026-02-18,Internet Fixe,FO,12,Grand Tunis
2026-02-18,Internet Fixe,WAFI,4,Kairouan
2026-02-18,Internet Fixe,Box,19,Sfax
2026-02-18,Mobile,Prepaye,28,Grand Tunis
2026-02-18,Mobile,Postpaye,15,Grand Tunis
2026-02-18,Mobile,Data,24,Sousse
2026-02-19,Internet Fixe,Rapido,10,Kairouan
2026-02-19,Internet Fixe,ADSL,2,Kairouan
2026-02-19,Internet Fixe,VDSL,8,Sfax
2026-02-19,Internet Fixe,FO,10,Sousse
2026-02-19,Internet Fixe,WAFI,7,Grand Tunis
2026-02-19,Internet Fixe,Box,19,Sousse
2026-02-19,Mobile,Prepaye,23,Sousse
2026-02-19,Mobile,Postpaye,17,Grand Tunis
2026-02-19,Mobile,Data,14,Nabeul
2026-02-20,Internet Fixe,Rapido,6,Gabes
2026-02-20,Internet Fixe,ADSL,3,Grand Tunis
2026-02-20,Internet Fixe,VDSL,5,Grand Tunis
2026-02-20,Internet Fixe,FO,8,Grand Tunis
2026-02-20,Internet Fixe,WAFI,6,Grand Tunis
2026-02-20,Internet Fixe,Box,23,Grand Tunis
2026-02-20,Mobile,Prepaye,31,Nabeul
2026-02-20,Mobile,Postpaye,16,Grand Tunis
2026-02-20,Mobile,Data,17,Bizerte
2026-02-21,Internet Fixe,Rapido,2,Gabes
2026-02-21,Internet Fixe,ADSL,1,Kairouan
2026-02-21,Internet Fixe,VDSL,4,Nabeul
2026-02-21,Internet Fixe,FO,10,Grand Tunis
2026-02-21,Internet Fixe,WAFI,1,Grand Tunis
2026-02-21,Internet Fixe,Box,14,Grand Tunis
2026-02-21,Mobile,Prepaye,11,Kairouan
2026-02-21,Mobile,Postpaye,7,Kairouan
2026-02-21,Mobile,Data,4,Sfax
2026-02-22,Internet Fixe,Rapido,2,Sfax
2026-02-22,Internet Fixe,ADSL,0,Sousse
2026-02-22,Internet Fixe,VDSL,3,Grand Tunis
2026-02-22,Internet Fixe,FO,4,Kairouan
2026-02-22,Internet Fixe,WAFI,0,Grand Tunis
2026-02-22,Internet Fixe,Box,18,Sfax
2026-02-22,Mobile,Prepaye,16,Sfax
2026-02-22,Mobile,Postpaye,2,Grand Tunis
2026-02-22,Mobile,Data,7,Sfax
2026-02-23,Internet Fixe,Rapido,1,Gabes
2026-02-23,Internet Fixe,ADSL,1,Grand Tunis
2026-02-23,Internet Fixe,VDSL,7,Sousse
2026-02-23,Internet Fixe,FO,8,Sfax
2026-02-23,Internet Fixe,WAFI,3,Grand Tunis
2026-02-23,Internet Fixe,Box,21,Grand Tunis
2026-02-23,Mobile,Prepaye,39,Grand Tunis
2026-02-23,Mobile,Postpaye,14,Grand Tunis
2026-02-23,Mobile,Data,20,Sfax
2026-02-24,Internet Fixe,Rapido,8,Bizerte
2026-02-24,Internet Fixe,ADSL,3,Nabeul
2026-02-24,Internet Fixe,VDSL,10,Kairouan
2026-02-24,Internet Fixe,FO,6,Sfax
2026-02-24,Internet Fixe,WAFI,1,Nabeul
2026-02-24,Internet Fixe,Box,37,Nabeul
2026-02-24,Mobile,Prepaye,40,Grand Tunis
2026-02-24,Mobile,Postpaye,11,Sfax
2026-02-24,Mobile,Data,18,Sousse
2026-02-25,Internet Fixe,Rapido,4,Bizerte
2026-02-25,Internet Fixe,ADSL,0,Sousse
2026-02-25,Internet Fixe,VDSL,9,Grand Tunis
2026-02-25,Internet Fixe,FO,12,Kairouan
2026-02-25,Internet Fixe,WAFI,2,Grand Tunis
2026-02-25,Internet Fixe,Box,22,Kairouan
2026-02-25,Mobile,Prepaye,32,Bizerte
2026-02-25,Mobile,Postpaye,13,Gabes
2026-02-25,Mobile,Data,18,Bizerte
2026-02-26,Internet Fixe,Rapido,7,Grand Tunis
2026-02-26,Internet Fixe,ADSL,2,Nabeul
2026-02-26,Internet Fixe,VDSL,10,Bizerte
2026-02-26,Internet Fixe,FO,12,Bizerte
2026-02-26,Internet Fixe,WAFI,2,Grand Tunis
2026-02-26,Internet Fixe,Box,29,Grand Tunis
2026-02-26,Mobile,Prepaye,36,Sfax
2026-02-26,Mobile,Postpaye,11,Sousse
2026-02-26,Mobile,Data,19,Sousse
2026-02-27,Internet Fixe,Rapido,4,Gabes
2026-02-27,Internet Fixe,ADSL,2,Bizerte
2026-02-27,Internet Fixe,VDSL,5,Nabeul
2026-02-27,Internet Fixe,FO,13,Grand Tunis
2026-02-27,Internet Fixe,WAFI,6,Sousse
2026-02-27,Internet Fixe,Box,20,Sfax
2026-02-27,Mobile,Prepaye,31,Grand Tunis
2026-02-27,Mobile,Postpaye,9,Grand Tunis
2026-02-27,Mobile,Data,23,Sfax
2026-02-28,Internet Fixe,Rapido,6,Grand Tunis
2026-02-28,Internet Fixe,ADSL,2,Sousse
2026-02-28,Internet Fixe,VDSL,3,Grand Tunis
2026-02-28,Internet Fixe,FO,5,Grand Tunis
2026-02-28,Internet Fixe,WAFI,1,Grand Tunis
2026-02-28,Internet Fixe,Box,7,Nabeul
2026-02-28,Mobile,Prepaye,9,Sousse
2026-02-28,Mobile,Postpaye,7,Sfax
2026-02-28,Mobile,Data,7,Grand Tunis
2026-03-01,Internet Fixe,Rapido,1,Kairouan
2026-03-01,Internet Fixe,ADSL,0,Sousse
2026-03-01,Internet Fixe,VDSL,3,Nabeul
2026-03-01,Internet Fixe,FO,7,Sousse
2026-03-01,Internet Fixe,WAFI,1,Bizerte
2026-03-01,Internet Fixe,Box,9,Gabes
2026-03-01,Mobile,Prepaye,19,Sfax
2026-03-01,Mobile,Postpaye,9,Nabeul
2026-03-01,Mobile,Data,8,Grand Tunis
2026-03-02,Internet Fixe,Rapido,4,Nabeul
2026-03-02,Internet Fixe,ADSL,1,Sfax
2026-03-02,Internet Fixe,VDSL,4,Grand Tunis
2026-03-02,Internet Fixe,FO,9,Kairouan
2026-03-02,Internet Fixe,WAFI,9,Gabes
2026-03-02,Internet Fixe,Box,28,Grand Tunis
2026-03-02,Mobile,Prepaye,33,Kairouan
2026-03-02,Mobile,Postpaye,21,Sfax
2026-03-02,Mobile,Data,30,Sfax
2026-03-03,Internet Fixe,Rapido,4,Gabes
2026-03-03,Internet Fixe,ADSL,6,Sfax
2026-03-03,Internet Fixe,VDSL,8,Sfax
2026-03-03,Internet Fixe,FO,12,Nabeul
2026-03-03,Internet Fixe,WAFI,6,Grand Tunis
2026-03-03,Internet Fixe,Box,32,Sfax
2026-03-03,Mobile,Prepaye,29,Sfax
2026-03-03,Mobile,Postpaye,16,Nabeul
2026-03-03,Mobile,Data,19,Grand Tunis
2026-03-04,Internet Fixe,Rapido,11,Grand Tunis
2026-03-04,Internet Fixe,ADSL,5,Nabeul
2026-03-04,Internet Fixe,VDSL,8,Grand Tunis
2026-03-04,Internet Fixe,FO,12,Sfax
2026-03-04,Internet Fixe,WAFI,4,Nabeul
2026-03-04,Internet Fixe,Box,27,Bizerte
2026-03-04,Mobile,Prepaye,34,Grand Tunis
2026-03-04,Mobile,Postpaye,14,Gabes
2026-03-04,Mobile,Data,21,Nabeul
2026-03-05,Internet Fixe,Rapido,6,Sfax
2026-03-05,Internet Fixe,ADSL,1,Bizerte
2026-03-05,Internet Fixe,VDSL,8,Nabeul
2026-03-05,Internet Fixe,FO,8,Sousse
2026-03-05,Internet Fixe,WAFI,4,Sousse
2026-03-05,Internet Fixe,Box,26,Bizerte
2026-03-05,Mobile,Prepaye,40,Kairouan
2026-03-05,Mobile,Postpaye,15,Sousse
2026-03-05,Mobile,Data,20,Bizerte
2026-03-06,Internet Fixe,Rapido,6,Bizerte
2026-03-06,Internet Fixe,ADSL,3,Gabes
2026-03-06,Internet Fixe,VDSL,4,Kairouan
2026-03-06,Internet Fixe,FO,20,Grand Tunis
2026-03-06,Internet Fixe,WAFI,0,Grand Tunis
2026-03-06,Internet Fixe,Box,25,Sousse
2026-03-06,Mobile,Prepaye,37,Sfax
2026-03-06,Mobile,Postpaye,12,Sousse
2026-03-06,Mobile,Data,17,Bizerte
2026-03-07,Internet Fixe,Rapido,1,Kairouan
2026-03-07,Internet Fixe,ADSL,1,Sfax
2026-03-07,Internet Fixe,VDSL,3,Nabeul
2026-03-07,Internet Fixe,FO,4,Grand Tunis
2026-03-07,Internet Fixe,WAFI,2,Sousse
2026-03-07,Internet Fixe,Box,8,Grand Tunis
2026-03-07,Mobile,Prepaye,15,Sousse
2026-03-07,Mobile,Postpaye,5,Sousse
2026-03-07,Mobile,Data,5,Bizerte
2026-03-08,Internet Fixe,Rapido,4,Nabeul
2026-03-08,Internet Fixe,ADSL,0,Sfax
2026-03-08,Internet Fixe,VDSL,3,Grand Tunis
2026-03-08,Internet Fixe,FO,7,Grand Tunis
2026-03-08,Internet Fixe,WAFI,2,Kairouan
2026-03-08,Internet Fixe,Box,12,Kairouan
2026-03-08,Mobile,Prepaye,16,Sfax
2026-03-08,Mobile,Postpaye,7,Grand Tunis
2026-03-08,Mobile,Data,3,Sfax
2026-03-09,Internet Fixe,Rapido,2,Nabeul
2026-03-09,Internet Fixe,ADSL,2,Sfax
2026-03-09,Internet Fixe,VDSL,10,Grand Tunis
2026-03-09,Internet Fixe,FO,14,Sfax
2026-03-09,Internet Fixe,WAFI,3,Grand Tunis
2026-03-09,Internet Fixe,Box,21,Sfax
2026-03-09,Mobile,Prepaye,44,Grand Tunis
2026-03-09,Mobile,Postpaye,17,Nabeul
2026-03-09,Mobile,Data,28,Sousse
2026-03-10,Internet Fixe,Rapido,5,Grand Tunis
2026-03-10,Internet Fixe,ADSL,1,Sousse
2026-03-10,Internet Fixe,VDSL,4,Sousse
2026-03-10,Internet Fixe,FO,12,Bizerte
2026-03-10,Internet Fixe,WAFI,2,Kairouan
2026-03-10,Internet Fixe,Box,26,Grand Tunis
2026-03-10,Mobile,Prepaye,31,Gabes
2026-03-10,Mobile,Postpaye,12,Nabeul
2026-03-10,Mobile,Data,23,Nabeul
2026-03-11,Internet Fixe,Rapido,7,Sfax
2026-03-11,Internet Fixe,ADSL,3,Sfax
2026-03-11,Internet Fixe,VDSL,3,Grand Tunis
2026-03-11,Internet Fixe,FO,13,Kairouan
2026-03-11,Internet Fixe,WAFI,8,Sousse
2026-03-11,Internet Fixe,Box,35,Sfax
2026-03-11,Mobile,Prepaye,31,Sousse
2026-03-11,Mobile,Postpaye,13,Grand Tunis
2026-03-11,Mobile,Data,23,Grand Tunis
2026-03-12,Internet Fixe,Rapido,8,Nabeul
2026-03-12,Internet Fixe,ADSL,0,Sousse
2026-03-12,Internet Fixe,VDSL,13,Bizerte
2026-03-12,Internet Fixe,FO,13,Nabeul
2026-03-12,Internet Fixe,WAFI,4,Sousse
2026-03-12,Internet Fixe,Box,24,Bizerte
2026-03-12,Mobile,Prepaye,46,Grand Tunis
2026-03-12,Mobile,Postpaye,10,Nabeul
2026-03-12,Mobile,Data,21,Nabeul
2026-03-13,Internet Fixe,Rapido,4,Grand Tunis
2026-03-13,Internet Fixe,ADSL,6,Grand Tunis
2026-03-13,Internet Fixe,VDSL,6,Grand Tunis
2026-03-13,Internet Fixe,FO,12,Grand Tunis
2026-03-13,Internet Fixe,WAFI,4,Sousse
2026-03-13,Internet Fixe,Box,28,Grand Tunis
2026-03-13,Mobile,Prepaye,46,Nabeul
2026-03-13,Mobile,Postpaye,16,Grand Tunis
2026-03-13,Mobile,Data,15,Grand Tunis
2026-03-14,Internet Fixe,Rapido,3,Sfax
2026-03-14,Internet Fixe,ADSL,0,Grand Tunis
2026-03-14,Internet Fixe,VDSL,3,Kairouan
2026-03-14,Internet Fixe,FO,6,Sfax
2026-03-14,Internet Fixe,WAFI,1,Grand Tunis
2026-03-14,Internet Fixe,Box,7,Grand Tunis
2026-03-14,Mobile,Prepaye,14,Sfax
2026-03-14,Mobile,Postpaye,5,Sousse
2026-03-14,Mobile,Data,8,Bizerte
2026-03-15,Internet Fixe,Rapido,1,Sfax
2026-03-15,Internet Fixe,ADSL,5,Nabeul
2026-03-15,Internet Fixe,VDSL,4,Sousse
2026-03-15,Internet Fixe,FO,7,Gabes
2026-03-15,Internet Fixe,WAFI,0,Sousse
2026-03-15,Internet Fixe,Box,11,Grand Tunis
2026-03-15,Mobile,Prepaye,20,Nabeul
2026-03-15,Mobile,Postpaye,6,Bizerte
2026-03-15,Mobile,Data,11,Sousse
2026-03-16,Internet Fixe,Rapido,7,Kairouan
2026-03-16,Internet Fixe,ADSL,3,Gabes
2026-03-16,Internet Fixe,VDSL,9,Grand Tunis
2026-03-16,Internet Fixe,FO,14,Bizerte
2026-03-16,Internet Fixe,WAFI,4,Sousse
2026-03-16,Internet Fixe,Box,20,Sousse
2026-03-16,Mobile,Prepaye,25,Sousse
2026-03-16,Mobile,Postpaye,11,Gabes
2026-03-16,Mobile,Data,17,Nabeul
2026-03-17,Internet Fixe,Rapido,9,Sousse
2026-03-17,Internet Fixe,ADSL,4,Grand Tunis
2026-03-17,Internet Fixe,VDSL,11,Sfax
2026-03-17,Internet Fixe,FO,9,Gabes
2026-03-17,Internet Fixe,WAFI,5,Nabeul
2026-03-17,Internet Fixe,Box,37,Grand Tunis
2026-03-17,Mobile,Prepaye,37,Gabes
2026-03-17,Mobile,Postpaye,14,Bizerte
2026-03-17,Mobile,Data,29,Sousse
2026-03-18,Internet Fixe,Rapido,7,Grand Tunis
2026-03-18,Internet Fixe,ADSL,1,Sousse
2026-03-18,Internet Fixe,VDSL,11,Grand Tunis
2026-03-18,Internet Fixe,FO,11,Sfax
2026-03-18,Internet Fixe,WAFI,2,Nabeul
2026-03-18,Internet Fixe,Box,24,Gabes
2026-03-18,Mobile,Prepaye,38,Sfax
2026-03-18,Mobile,Postpaye,14,Gabes
2026-03-18,Mobile,Data,13,Gabes
2026-03-19,Internet Fixe,Rapido,5,Grand Tunis
2026-03-19,Internet Fixe,ADSL,3,Grand Tunis
2026-03-19,Internet Fixe,VDSL,3,Nabeul
2026-03-19,Internet Fixe,FO,9,Bizerte
2026-03-19,Internet Fixe,WAFI,4,Sfax
2026-03-19,Internet Fixe,Box,21,Nabeul
2026-03-19,Mobile,Prepaye,38,Nabeul
2026-03-19,Mobile,Postpaye,16,Bizerte
2026-03-19,Mobile,Data,14,Nabeul
2026-03-20,Internet Fixe,Rapido,5,Grand Tunis
2026-03-20,Internet Fixe,ADSL,4,Grand Tunis
2026-03-20,Internet Fixe,VDSL,8,Grand Tunis
2026-03-20,Internet Fixe,FO,9,Kairouan
2026-03-20,Internet Fixe,WAFI,2,Gabes
2026-03-20,Internet Fixe,Box,20,Bizerte
2026-03-20,Mobile,Prepaye,37,Grand Tunis
2026-03-20,Mobile,Postpaye,18,Sousse
2026-03-20,Mobile,Data,16,Grand Tunis
2026-03-21,Internet Fixe,Rapido,2,Sfax
2026-03-21,Internet Fixe,ADSL,1,Grand Tunis
2026-03-21,Internet Fixe,VDSL,3,Bizerte
2026-03-21,Internet Fixe,FO,11,Grand Tunis
2026-03-21,Internet Fixe,WAFI,1,Nabeul
2026-03-21,Internet Fixe,Box,10,Kairouan
2026-03-21,Mobile,Prepaye,10,Nabeul
2026-03-21,Mobile,Postpaye,7,Grand Tunis
2026-03-21,Mobile,Data,13,Gabes
2026-03-22,Internet Fixe,Rapido,2,Nabeul
2026-03-22,Internet Fixe,ADSL,1,Sfax
2026-03-22,Internet Fixe,VDSL,4,Nabeul
2026-03-22,Internet Fixe,FO,6,Gabes
2026-03-22,Internet Fixe,WAFI,3,Sousse
